Application mode,Application order,Course,Father's qualification,Mother's occupation,Father's occupation,Displaced,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),GDP,units_approved_rate_1st,units_approved_rate_2nd,Target_Graduate
8,1,12,28,6,10,1,0,1,0,0,18,7,8,7,14,0,0,8,8,8,13,-1,0.8119885293976133,0.996247471417625,1
15,1,8,28,10,9,0,0,0,1,0,24,0,0,0,0,0,0,4,-1,0,0,0,0.009271434927084573,0.013906385441533595,0
1,1,10,27,10,10,1,0,1,0,1,18,6,5,5,11,0,0,6,5,5,13,-3,0.9994521036406488,0.8501778665864114,1
8,1,15,1,6,8,1,0,1,1,0,18,6,7,5,15,0,0,5,8,5,13,1,0.9990602123629762,1.0006434619128206,1
12,1,17,27,10,7,0,1,0,1,0,28,5,5,2,11,0,0,5,9,0,0,0,-0.027811124503473568,0.013299728580193102,0
1,1,12,1,4,3,0,0,1,1,0,19,0,0,0,0,0,0,5,0,0,0,0,-0.006501322309884875,-0.006527266431503852,0
8,1,17,1,5,3,1,0,1,1,0,19,5,5,5,12,0,0,5,7,5,14,1,0.8121824985205548,0.826902125979343,1
8,1,10,1,8,6,0,0,1,0,0,19,6,7,6,13,0,0,6,7,3,12,0,0.8565275865590738,0.8703176056794867,1
1,1,6,28,20,4,1,0,1,0,1,19,6,6,5,10,0,0,6,7,6,14,3,0.9985857597720299,1.0019917095743676,1
1,1,16,27,1,2,0,0,1,0,0,32,6,11,4,12,0,0,6,9,4,10,1,0.6151894225268811,0.8444924916750917,0
3,1,5,1,4,4,1,0,1,0,1,21,6,12,6,14,0,0,6,5,6,13,1,1.0017539137338214,1.0001528813291602,1
12,1,17,27,8,8,0,0,1,1,0,43,5,7,5,11,0,0,5,10,5,13,-3,0.6312157763136589,0.8306925485280134,1
1,1,11,27,10,6,0,0,1,1,1,20,6,6,6,13,0,0,6,6,6,13,3,0.997863396857256,1.000435825929593,1
12,1,13,2,3,2,1,1,1,0,0,19,5,9,4,13,0,0,5,10,3,12,-3,0.6585221205954249,0.25896092164418993,0
13,1,9,27,10,10,0,0,1,1,0,24,5,5,2,10,0,0,5,8,4,11,0,0.6078835548490085,0.8283950718633626,0
8,2,10,1,10,11,0,0,1,0,1,21,6,8,6,12,0,1,6,9,6,13,0,0.9996610483690545,0.9977527122063428,1
15,1,3,27,4,8,0,0,1,0,0,18,6,6,6,11,0,0,6,7,6,11,0,1.0067384582214687,1.0169478669065435,0
1,5,10,1,10,10,1,0,1,0,1,18,6,5,6,11,0,0,6,6,6,13,-4,1.002057358737813,1.0052244866857412,1
12,1,14,1,4,11,1,0,1,1,0,19,6,6,5,12,0,0,5,6,5,11,-1,1.0085477837064232,1.0079111538165122,0
1,5,2,1,6,11,1,0,1,0,0,19,7,0,0,0,0,0,0,-1,0,0,0,0.021819843861066904,0.014309920261628278,0
14,1,5,14,5,9,1,0,1,1,0,19,11,11,8,14,1,11,13,11,8,13,0,0.9955775978337895,1.012918207905402,1
14,1,16,27,1,11,1,0,1,0,0,39,6,13,5,12,0,1,6,9,3,11,0,0.49612808403232334,0.6065328096466174,0
1,4,12,1,5,4,1,0,1,0,1,18,7,15,6,11,0,0,8,7,6,13,-3,0.9959098843394777,0.9991817227749827,1
8,1,16,28,10,10,0,0,1,1,1,18,6,12,4,11,0,0,6,9,4,12,0,0.9964417385641332,0.8698655665888515,0
1,4,9,14,10,10,1,0,1,1,1,18,6,6,6,13,0,0,6,6,5,14,-3,1.0057688422515285,1.017753221911773,1
12,1,3,27,6,8,1,0,0,0,0,30,10,7,7,14,0,0,5,8,3,14,0,0.4043091111770878,0.8194129977576131,0
14,1,14,27,10,11,0,0,1,0,1,23,6,6,6,11,0,0,6,0,0,0,1,0.24559453388031674,-0.00735225846837663,0
8,3,12,27,6,10,1,0,1,0,0,18,7,12,7,11,0,0,8,10,7,11,0,0.648845343064127,0.8546911762581534,1
14,1,12,27,10,10,0,0,1,0,1,41,7,16,7,12,6,4,8,16,7,13,1,0.8511848423395236,0.35531746108392825,1
7,1,15,28,10,6,1,0,1,0,1,19,6,6,6,12,0,0,6,6,6,12,1,0.9933167646109887,0.9903800331183744,1
1,2,15,1,5,11,0,0,1,0,1,19,6,7,6,13,0,0,6,9,6,14,1,1.0042536813486511,1.0000759245275366,1
4,1,13,27,10,10,0,0,0,0,0,47,5,12,2,10,0,0,5,12,0,10,3,0.42737062837740686,0.23913446550517498,0
12,1,10,27,10,10,0,0,1,0,0,31,6,5,0,0,0,0,4,0,0,0,-3,0.0003828071940438092,0.01894615133400408,0
1,1,12,27,10,10,1,0,1,0,0,29,11,14,9,12,0,8,12,11,8,15,1,0.8215153389063992,1.0008710189936065,1
1,2,16,2,5,6,1,0,0,0,0,19,5,5,2,0,0,0,6,10,0,0,3,0.3110083986311904,0.3742256985515956,0
8,1,5,28,6,4,1,0,1,0,1,21,6,6,6,13,0,0,6,6,6,14,2,0.9942586718950791,1.0069796199170613,1
5,1,10,3,5,9,1,0,1,1,0,18,6,13,2,11,0,0,6,9,0,11,0,0.48523262135696166,0.4172672710394907,0
14,1,7,1,5,9,1,0,0,1,0,20,3,13,2,0,0,0,3,0,0,0,0,0.011598166867622857,-0.012710028091625782,0
1,5,16,28,6,6,1,0,1,0,0,19,6,7,6,11,0,0,6,10,6,12,0,0.6379722564756253,0.5368961727552386,1
14,1,11,3,5,3,1,1,1,1,0,24,6,11,2,13,0,1,6,10,3,10,0,0.5329140313948565,0.3938521341220966,0
1,2,6,1,4,8,1,0,0,1,0,24,5,5,2,11,0,0,5,8,3,10,-3,0.6717038420641226,-0.022119535948747885,0
14,1,12,1,5,4,1,0,1,0,0,26,7,10,0,0,0,0,8,8,0,0,-3,0.023034217178221662,-0.006972437035382526,0
14,1,5,1,4,3,1,0,1,0,0,19,15,10,10,12,0,5,13,12,11,13,3,0.8279179376518983,0.6282412628906681,0
15,1,14,1,10,5,0,0,1,1,0,20,6,12,6,12,0,1,6,12,6,13,2,0.6601232998893194,0.3709291238762149,0
1,1,3,28,6,5,1,0,1,1,0,19,6,7,6,13,0,0,6,7,5,12,2,1.001630171817367,0.8295498894420728,1
1,5,12,3,5,11,1,0,1,0,0,19,7,7,7,12,0,0,7,10,6,14,2,0.9987863335283873,0.8360240646956356,1
13,1,7,1,1,1,1,0,1,0,0,20,6,11,4,12,0,0,6,10,3,10,0,0.6170133416123319,0.30194829931047135,0
12,5,12,28,8,11,0,0,1,0,1,18,7,8,0,13,0,0,7,10,0,12,-3,0.684302291867779,-0.004040762046193953,1
1,1,9,27,5,6,1,0,1,1,0,28,5,5,5,14,0,0,5,8,5,12,-3,0.9839430357999662,0.9762302702656508,1
1,3,14,14,10,7,1,0,1,1,1,18,6,6,5,11,0,0,6,7,5,12,1,0.841777351749817,0.8516994299790728,1
12,1,7,28,6,4,0,0,0,1,0,28,5,5,0,12,0,0,5,5,0,0,1,0.6616631048323731,0.00865321915666454,0
14,1,12,27,5,3,0,0,1,0,0,23,11,10,8,14,0,0,7,11,8,15,2,0.8563607334082822,0.8474680684015649,1
1,2,9,28,10,6,1,0,1,1,1,19,5,6,5,10,0,0,5,9,5,13,1,0.9878775074329346,0.9948798602391693,1
14,1,12,28,5,11,0,0,1,0,1,18,7,13,0,13,0,0,7,8,0,0,-3,0.0066169512407272795,0.022764195981010173,1
1,5,10,14,5,9,1,0,1,0,1,19,6,11,6,12,0,0,6,7,6,11,3,1.002349844145203,1.0077448931953232,0
1,1,3,27,8,11,0,0,1,1,1,18,6,0,0,0,0,0,6,0,0,0,0,0.03602780141912221,0.02793498013385571,1
1,1,6,2,3,3,0,0,1,1,0,24,6,13,5,11,0,1,6,11,3,13,3,0.8534588770499217,1.0065266884978725,1
15,1,3,10,10,10,0,0,1,1,0,38,11,15,15,11,0,8,12,15,11,13,0,0.33615125310856664,0.30453630544797017,0
14,1,4,27,6,3,0,0,1,0,1,20,6,15,5,11,0,0,6,14,6,12,0,0.8513639907302101,0.8689417075547791,1
1,1,17,27,10,9,1,0,1,1,0,29,5,9,2,0,0,0,5,5,0,0,0,0.2639276931863104,-0.008270914018257754,0
4,1,9,14,13,9,1,0,0,1,0,35,5,5,0,0,0,0,5,5,0,0,0,0.019822805473452908,0.009961693982349664,0
6,1,6,27,5,11,0,0,1,1,0,23,5,9,4,11,0,0,5,10,3,12,0,0.8305427966752706,0.839728492575865,0
12,1,4,14,6,9,0,0,1,1,0,38,7,12,4,14,0,0,7,9,6,14,3,0.6367999070389047,0.47920914977882434,0
9,6,2,3,10,3,1,0,0,1,0,34,0,0,0,0,0,0,0,0,0,0,-3,0.03710701407146981,0.011643690008193135,0
1,1,6,1,5,7,1,0,1,1,0,20,5,5,9,14,0,0,5,9,8,14,-3,0.999108577661692,0.9926951528699023,1
1,1,12,1,10,9,1,0,1,1,1,21,8,8,7,12,0,0,8,8,8,13,1,1.005105065060774,0.8588922265267704,1
12,1,2,27,5,6,1,0,1,0,0,22,0,0,0,0,0,0,0,0,0,0,1,0.004009780330002711,-0.004238377469116734,0
8,1,9,1,5,5,1,0,1,1,0,19,5,13,2,10,0,0,5,10,2,10,1,0.6407785078196945,0.5416131746940346,0
14,1,3,27,5,6,0,0,1,0,0,33,5,5,0,0,0,0,5,10,0,0,0,0.018900447976692505,0.001108634721969488,0
14,1,17,27,10,7,0,0,1,0,1,25,7,8,7,12,0,0,8,8,8,13,0,0.9977833629655108,0.9964500775677355,1
1,5,6,1,5,9,1,0,0,0,0,19,6,14,5,12,0,0,6,9,4,12,2,0.9973077778999789,0.8316796783285911,0
1,1,2,3,6,3,1,0,1,1,1,20,6,16,6,13,0,0,6,10,6,13,0,0.8415653466741779,0.8601362971774885,0
1,3,3,14,5,11,0,0,1,0,1,18,7,7,6,14,0,0,8,6,6,13,2,1.0012863153698017,0.9998632669849694,1
8,1,2,14,6,3,1,1,1,0,1,18,6,15,6,11,0,0,6,10,2,13,3,1.002481261021258,0.6675791019048406,0
8,3,15,3,3,8,1,0,1,1,1,19,6,7,6,11,0,0,6,6,6,12,3,1.0034354040474114,1.0030040448479807,1
12,1,13,27,10,10,0,0,1,0,1,34,7,8,7,12,1,0,8,8,8,13,0,0.8418618335510369,0.8561976124766548,1
12,1,17,27,6,7,0,0,1,1,0,25,5,6,5,10,1,0,5,6,3,14,1,0.7959975581016535,0.3463165423240824,0
15,1,10,27,10,9,1,1,1,1,0,22,6,12,6,11,0,0,6,12,5,12,2,1.0064853565501897,0.8728659656964748,0
4,1,9,27,10,10,0,1,1,0,0,24,5,5,2,10,0,0,5,5,5,0,-1,-0.04048579920295854,-0.0005543198923747979,0
9,1,2,28,6,3,1,0,1,1,1,22,11,14,6,11,0,0,6,12,6,12,2,0.9969998091403419,0.6210642063600436,1
4,1,15,14,10,8,1,0,1,1,1,18,6,6,5,14,0,0,6,6,6,11,0,1.0067381968155527,0.9991572798782205,1
1,6,9,27,10,8,1,1,1,0,0,19,6,11,2,10,0,1,6,0,0,10,1,0.6349062423725226,-0.0041226132987917195,0
17,1,15,28,10,7,0,1,1,0,1,24,6,12,5,12,0,0,6,8,5,11,1,0.8508979076313582,0.8697296938786816,0
12,1,12,1,5,11,0,0,0,1,0,18,7,9,6,14,0,0,6,9,0,0,0,-0.012072120985399322,0.012955065738338638,0
12,1,14,28,3,6,0,0,1,1,0,23,6,11,3,11,0,0,6,12,3,10,1,0.6709365825185059,0.8474542342323642,0
12,1,3,27,1,9,0,1,0,1,0,32,5,9,1,11,0,0,5,16,0,0,1,0.3227917294883533,0.010904746030557522,0
12,1,17,27,10,9,0,0,0,0,0,24,3,6,0,0,0,0,6,6,0,0,0,-0.002292301935287595,0.015397186053579696,0
8,1,14,14,4,9,0,0,1,0,0,23,5,6,0,0,0,0,5,5,0,0,1,0.010851933295282702,0.014423010716068128,0
12,1,7,27,3,3,1,1,0,1,0,24,5,5,4,14,0,0,5,5,2,13,3,0.21161739770799176,0.0016399241641790723,0
14,4,9,27,10,9,1,0,1,0,1,24,5,8,6,11,0,0,6,7,5,13,0,0.845126721357825,0.860553379047941,1
1,1,12,27,10,10,0,0,1,0,0,20,8,8,7,14,0,0,8,8,7,12,-3,0.8662435151548932,0.8503966640491626,1
1,3,12,14,5,10,1,0,1,1,0,19,7,0,0,0,0,0,8,13,0,0,0,0.027208930317900174,-0.014342116814946886,0
1,5,12,1,6,5,1,0,1,0,1,19,8,8,7,12,0,0,8,8,8,13,-3,0.9981128750193737,0.9984540908190901,1
1,5,9,28,6,10,0,0,1,0,1,19,5,8,4,11,0,0,5,10,5,12,-3,1.0044513670132744,0.9952778537765435,0
14,1,3,27,5,1,0,0,1,0,1,24,13,20,14,12,0,10,12,11,13,12,0,0.8379987524334873,1.0058267455413836,1
15,1,8,27,32,3,1,1,1,1,0,22,6,11,2,12,0,0,6,17,3,13,1,0.47387892598261594,0.35420535327361696,0
1,1,1,28,10,10,1,0,1,0,1,24,8,8,8,11,0,0,5,8,7,14,-3,0.9918154790385869,0.9988142740092167,1
1,3,2,1,5,11,0,0,0,1,0,28,0,0,0,0,0,0,0,0,0,0,-1,0.007831059326879868,-0.009227758885781878,0
12,1,9,27,6,7,0,0,1,1,0,36,5,5,5,14,0,0,5,6,5,13,-3,0.991554580918796,0.8660747618865328,1
1,1,2,14,6,4,1,0,1,0,0,20,15,14,5,10,0,4,13,12,6,11,1,0.832037094455161,0.5822402924060635,0
9,1,9,27,5,8,1,0,1,0,0,19,4,11,5,10,1,0,5,9,5,10,1,0.6065284938063713,0.23293584872753087,0
4,1,9,27,10,12,0,0,1,0,0,26,5,5,2,10,0,0,5,6,3,0,-3,-0.021405720271740744,-0.012219603687265334,0
12,1,9,14,10,1,0,0,1,0,0,24,5,11,2,0,0,0,5,10,0,0,0,0.028418413548233493,-0.025652706213943152,0
14,1,6,24,1,3,1,0,1,0,0,18,5,5,5,14,0,0,5,5,5,14,1,0.9891281572859503,0.9969965382605714,0
14,1,14,2,3,3,1,0,1,1,0,20,7,12,3,10,0,0,7,11,3,10,0,0.6745188434340863,0.3833775461181694,0
1,1,14,3,5,9,1,0,1,0,0,19,6,7,6,13,0,0,5,6,6,15,0,0.9983048931921533,1.0001616374557722,1
12,1,11,14,5,7,0,0,1,1,0,45,6,10,0,0,0,1,6,6,0,0,2,0.014984426401957055,-0.010969290682335327,0
13,1,5,14,2,11,0,0,1,1,0,28,7,6,6,12,0,0,7,9,6,13,2,1.0041650753221703,0.3491764242579642,0
15,1,14,1,1,11,0,0,1,1,1,19,6,7,6,12,0,0,6,10,3,13,1,0.8641759275798694,0.8644982072052576,0
1,3,14,1,6,10,1,0,1,0,1,19,6,8,6,13,0,0,6,10,6,12,1,1.0116030073264088,0.854198281939131,1
12,1,6,14,5,4,0,0,1,0,0,38,5,6,1,10,2,0,5,5,0,0,-3,0.14965075448158172,0.006664119815151105,1
12,1,11,14,10,10,0,0,1,0,1,24,6,6,0,15,0,0,6,5,0,0,1,0.8516866064749792,0.027888272017392468,1
8,3,6,1,4,4,1,0,1,0,0,18,6,8,4,12,0,0,6,10,4,13,-3,0.6427626991820364,0.8802621508368493,1
14,1,13,14,3,3,0,1,1,1,0,23,7,8,2,0,0,0,7,12,0,10,-4,0.6540316236527189,0.2771793536107131,0
14,1,17,27,10,8,0,0,1,0,0,33,5,8,5,11,0,0,5,10,5,12,0,0.6342677513955132,0.36109795386036647,0
14,2,9,1,5,10,1,0,1,0,0,30,5,11,2,0,3,0,5,12,3,0,-3,-0.004539679087335131,0.1295240239596866,0
1,1,14,28,10,3,0,0,1,0,1,18,6,6,6,12,0,0,6,10,5,12,-1,0.6670727112850748,0.8255536279605301,1
1,5,14,1,6,36,1,0,0,1,0,19,0,0,0,0,0,0,0,13,0,0,-4,0.015057417622454545,-0.0041670441202510365,0
1,2,9,27,6,10,1,0,1,0,1,21,15,8,6,12,0,0,8,7,8,13,3,0.9950400192973359,0.8651387422883972,1
12,1,3,1,12,8,0,0,1,0,0,19,6,6,5,13,0,0,6,9,6,14,0,0.994452445343746,1.005939258937278,0
1,2,9,27,6,9,1,0,1,0,1,19,6,5,6,11,0,0,6,6,6,13,2,1.004225021227169,1.0006791252987746,1
8,1,15,3,5,8,0,0,0,0,0,19,6,6,0,0,0,0,6,14,0,0,1,0.30470307421160386,0.009481311467563699,0
14,1,12,28,10,8,1,0,1,0,1,25,11,11,9,14,0,5,8,11,8,13,0,0.8335741211220861,0.9949323377633921,1
15,1,5,27,10,8,0,0,1,1,0,19,6,7,6,13,0,0,6,7,6,13,0,1.0040987604633687,1.0111020511292286,1
1,1,15,27,10,11,1,0,1,0,1,19,6,6,6,13,0,0,6,6,6,13,1,1.0026872391572381,0.8516749970010984,1
1,4,6,1,5,5,0,0,1,0,0,18,5,11,4,0,0,0,5,9,0,10,1,0.49408014384147625,0.0036668816032570995,0
1,1,9,3,10,9,0,0,1,1,1,44,5,7,5,12,0,0,5,10,5,13,1,0.9929434237260271,0.8182525162268623,0
14,1,17,27,10,8,0,0,1,0,0,23,5,6,0,0,0,0,3,10,0,0,-3,-0.008723930004111499,0.003127196495150849,0
1,3,6,28,10,10,1,0,1,0,1,20,6,14,6,11,0,0,6,10,6,13,0,1.0035367155617039,0.6138772542259061,1
12,1,3,27,10,7,0,0,1,1,1,37,6,11,4,11,0,0,6,10,3,11,0,0.8439125255215838,0.8641201257198746,1
1,1,2,27,10,10,0,0,1,0,1,20,0,0,0,0,0,0,0,0,0,0,2,0.0009978456124461515,0.004363986950166569,0
7,1,10,10,4,44,1,0,1,1,0,20,10,7,5,11,1,0,13,11,5,12,-3,0.9934844431970139,0.9906337400361515,1
12,1,3,27,10,1,0,0,1,0,0,35,16,12,5,12,0,10,6,20,5,12,-4,0.8415126731560787,0.5193468005204149,0
1,3,12,27,10,11,1,0,1,0,1,19,8,7,7,13,0,0,8,9,8,14,2,1.0011119694825557,1.0036126159482524,1
1,1,9,28,6,10,1,0,1,0,1,18,5,8,6,11,0,0,5,10,5,13,0,0.9995059113482587,0.9990235112681422,1
1,1,5,1,13,6,0,0,1,0,1,20,6,11,6,12,0,0,6,15,6,13,2,0.8499906676696257,0.8599936181969199,1
12,1,17,27,10,11,0,0,1,0,1,22,12,12,7,14,0,0,5,7,8,15,0,0.9994864625646701,0.9853253543035249,1
1,3,12,1,6,8,1,0,1,0,0,19,7,7,6,14,0,0,8,10,8,13,0,0.8631897354356431,0.24481819464554633,1
1,1,6,3,12,10,1,0,1,0,0,19,5,6,0,0,0,0,5,5,0,0,-1,0.005894643349104281,0.030238774289552357,1
1,1,2,1,5,4,1,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,-1,0.006663657366311169,0.021878222357698762,0
14,1,11,1,10,11,1,0,1,1,0,27,6,12,1,10,0,2,6,0,2,0,-3,0.5209065503479257,-0.01982190524909172,0
8,1,14,1,10,4,1,0,1,1,0,20,6,11,6,12,0,0,6,6,5,13,2,1.003239655380151,0.8440157159030746,1
15,1,4,27,30,22,1,1,0,1,1,21,15,16,14,10,0,5,12,12,11,13,3,1.0057146738950418,1.0161206250022135,1
15,1,14,14,10,3,1,0,1,1,0,19,6,15,4,12,0,1,7,9,4,12,0,0.6590926161538587,0.3153359195454951,0
4,1,9,28,8,9,1,0,0,1,1,25,5,6,0,0,0,0,5,5,0,0,3,0.012133935248500375,-0.004144121256662168,0
14,1,2,1,5,3,1,0,0,1,0,26,0,0,0,0,1,0,3,0,0,0,-3,0.0133854672534093,0.03750896324642917,0
14,1,12,27,8,9,1,0,1,0,1,27,7,7,7,13,0,0,8,11,7,13,0,0.8500234803891367,0.8574578516443336,1
1,1,5,1,5,4,1,0,1,0,1,18,6,7,6,14,0,0,6,7,6,13,-4,0.9986044758042927,0.9937161164702444,1
1,1,7,1,6,5,1,0,1,1,0,22,5,10,2,12,0,0,5,9,3,10,-1,0.18078046370027845,0.3743293877283489,0
1,1,4,27,10,7,0,0,1,1,1,36,6,8,6,12,0,0,6,6,6,14,0,1.0039289541150886,1.0059481510656048,1
8,6,12,27,8,9,1,0,1,0,1,20,8,8,7,13,0,0,8,8,7,13,1,0.8468642388959554,0.8750760441324353,1
12,1,8,3,12,5,0,0,0,0,0,27,6,4,0,0,3,0,5,9,0,0,-1,0.22622784879157037,0.004476682142850564,0
14,1,2,4,6,9,1,0,1,0,1,41,11,13,13,11,0,5,10,12,10,13,3,0.6303872115749416,0.4290082240055658,1
1,5,12,14,5,3,1,0,1,0,0,18,7,11,9,13,0,5,7,9,2,14,2,0.8563462721623447,0.813245421062075,0
1,1,9,27,10,10,1,0,1,0,1,25,5,8,5,14,0,0,5,7,5,12,-1,0.8402553564753283,0.8657263558229401,1
1,3,14,27,10,10,1,0,1,0,1,19,6,8,6,12,0,0,7,12,3,13,0,0.8149932230778283,0.4554816874728847,0
1,1,3,27,5,9,0,0,1,0,1,26,5,6,0,0,0,0,5,5,0,0,0,0.008853447554385349,0.02264755551189505,0
1,2,12,1,10,4,1,0,1,0,1,19,8,8,7,13,0,0,8,9,8,13,-3,0.9992608788570068,0.9893030971502434,1
1,1,9,27,8,10,0,0,1,1,1,19,5,0,0,0,0,0,5,0,0,0,-3,0.010618114601903945,-0.014410081745447431,1
1,1,11,14,10,9,1,0,1,0,1,24,6,7,6,12,0,0,6,9,6,12,1,0.831694739276303,0.8438192951416883,1
1,1,6,27,10,10,1,0,1,1,1,19,7,11,5,11,0,0,7,8,6,12,-3,0.6624791221565555,0.85189016400419,1
12,1,11,1,10,9,0,0,1,1,1,32,6,10,6,13,0,0,6,6,0,12,-3,0.3423393041328974,1.0072522484121251,1
12,1,17,27,10,2,0,0,1,1,0,27,5,12,5,12,7,0,5,18,5,12,0,0.600208743201623,0.3613057956492427,0
14,1,12,1,5,4,1,0,1,0,1,20,8,8,7,13,0,0,8,8,8,13,2,1.0026684416489144,0.9943472450053138,1
13,1,11,3,10,4,0,1,0,1,0,20,6,12,0,0,0,0,6,9,0,0,1,0.0036578080315825138,-0.01502250641469742,0
14,1,16,27,5,10,0,0,1,0,0,22,10,13,9,12,0,11,12,11,10,13,0,0.8472831848563139,0.8765449516198899,1
8,1,11,14,10,6,0,0,1,0,0,18,6,12,4,11,0,0,6,9,4,10,-3,0.6441950848652176,0.40019081868198275,0
14,1,6,1,6,9,0,0,1,1,0,22,5,11,4,10,0,0,5,9,3,10,0,0.13159021296732715,0.6557373131248081,0
4,1,12,27,10,11,0,0,1,1,0,20,7,7,0,14,1,0,7,7,0,0,-1,-0.0029757133052307925,0.00523668511045799,0
1,1,5,14,5,9,0,0,1,1,0,36,7,7,5,11,0,0,7,6,6,12,2,1.0028764960167402,1.0074377567653034,0
8,1,14,27,10,8,1,0,1,0,1,18,5,8,5,12,0,0,5,7,5,12,0,0.995905609021831,0.8407261207274823,1
1,2,2,14,10,10,1,0,1,0,0,18,6,1,0,0,0,0,6,0,0,0,1,0.00511876626015419,0.0006179026181165486,0
1,1,10,3,10,4,1,0,1,0,0,18,7,7,6,12,0,0,6,14,6,13,0,0.998097411460264,0.6587886266603212,1
14,1,6,27,10,10,0,0,1,0,1,25,5,6,5,14,0,0,5,5,5,14,3,1.0015751873352294,1.0052015430454044,1
8,1,7,1,5,4,1,0,1,0,0,19,5,6,2,14,0,0,5,6,5,12,-3,0.25214038141599177,0.6156347740622822,0
1,1,16,14,10,5,1,0,1,1,1,25,7,14,5,11,0,0,6,11,3,11,0,0.6393706024047561,0.8502368891299744,0
12,2,11,1,2,11,1,0,1,0,0,18,6,0,0,0,0,0,6,0,0,0,-1,0.013301723638343758,0.019293153290882933,1
12,1,6,27,5,2,0,0,1,0,0,24,6,7,4,12,0,0,6,10,3,13,2,0.8142289794017314,0.8176085862936974,1
1,5,15,1,6,7,1,0,1,1,1,19,5,7,5,14,0,0,5,9,5,15,2,1.0000053462910286,0.9963801346510451,1
14,1,2,27,10,10,0,0,1,1,0,26,10,15,2,11,0,4,6,15,7,10,1,0.23597028987601518,0.35705679795068057,1
12,1,3,27,10,3,0,0,1,0,0,25,6,11,6,11,0,0,6,10,6,12,0,0.8199875745660129,0.8403464091341248,1
15,1,10,10,10,9,1,0,1,1,0,19,6,11,4,12,0,0,6,11,5,13,3,0.8518527366139634,1.0092065489718562,1
14,1,9,1,10,4,1,0,1,1,0,19,5,6,2,0,0,0,5,7,2,10,-3,0.22211326198344367,0.3431941480782047,0
1,1,14,3,5,9,0,0,1,0,0,18,6,10,6,14,0,0,6,9,6,12,0,1.0000422092602006,0.8421548630832844,0
14,1,12,14,5,8,1,0,1,0,0,46,7,7,9,12,0,0,8,9,8,13,0,0.9899336970208454,0.8202806770984337,1
8,5,12,14,10,6,1,0,1,0,1,18,8,16,7,13,1,0,8,8,8,13,2,0.8572863662451022,0.8480796162501751,1
1,1,15,1,6,11,1,0,1,0,1,18,6,7,5,11,0,0,6,14,6,11,0,0.8377208909681163,0.850096010103446,1
8,1,12,27,10,8,1,0,1,1,1,26,7,7,7,14,0,0,8,6,8,13,0,1.0045056374067964,1.0076017450474937,1
1,6,15,1,8,2,1,0,1,0,1,19,6,7,6,13,0,0,6,7,6,12,0,0.9942342768534144,1.0015150661327339,1
12,1,14,1,10,3,0,0,1,1,0,32,6,8,3,10,0,0,6,8,3,10,2,0.6327771380386676,0.4066186269489432,0
8,2,12,28,6,8,1,0,1,0,0,18,8,12,7,11,0,0,8,8,7,11,1,0.6864032317119618,0.840839698422924,1
1,3,12,3,5,4,1,0,1,1,0,18,8,8,7,13,0,0,8,7,8,14,0,0.9985691550361792,0.9928506672692081,0
12,1,3,24,10,36,0,0,1,0,0,43,6,10,4,14,0,0,5,20,3,11,0,0.6130654028586934,0.3239032185942905,0
1,1,7,1,6,4,1,0,1,0,0,23,5,5,5,14,0,0,5,5,5,16,1,0.9939716089541442,0.9959122592070954,0
1,4,12,1,5,4,0,0,1,0,0,18,8,8,6,11,0,0,8,10,8,11,-3,0.838929360015654,0.8513279321000387,1
1,1,12,14,5,11,1,0,1,0,1,21,7,10,6,14,0,0,6,7,6,15,-3,1.002108223176053,1.0025933596718504,1
16,1,5,14,6,5,1,0,1,1,1,18,6,7,6,12,0,0,6,6,6,14,1,1.0069583818170573,1.0144143908024617,1
3,1,8,1,6,7,1,0,1,0,1,30,5,5,5,12,0,0,5,10,5,12,-3,0.8167362853894692,0.8206369727189189,1
16,1,3,27,21,19,0,0,1,0,1,23,15,22,15,12,0,4,13,12,11,12,-4,1.0030262413378919,1.0126926730797,1
1,1,10,14,8,1,0,0,1,0,1,18,6,6,6,11,0,0,6,6,6,12,0,1.0118087713211195,1.0052490181239124,1
1,1,10,27,10,7,1,0,1,0,0,39,6,5,5,11,0,0,6,6,6,12,2,0.8541959360879426,1.0067190890754834,1
13,1,4,14,4,3,0,0,1,1,0,29,11,10,9,14,0,11,12,12,11,13,0,1.0110565945667813,0.9937333616123599,1
1,1,2,14,6,9,1,0,1,1,1,18,0,0,0,0,0,0,0,0,0,0,-4,0.017141132096379914,0.013978670045964214,0
8,2,16,27,6,8,1,0,1,1,1,18,6,6,6,12,0,0,6,6,6,13,3,1.003001611167407,1.002101587640265,1
14,1,4,3,10,8,1,0,1,1,0,25,11,12,10,12,0,4,11,9,7,11,0,0.9961488083230465,0.9961933991887624,0
4,1,3,5,1,1,0,0,1,0,0,32,3,2,0,1,0,0,5,5,0,0,0,0.028423779645661475,-0.0004111878058018308,0
1,1,5,14,6,3,1,1,1,1,1,22,6,6,6,14,0,0,6,12,6,13,3,1.0019542685712555,1.0057348132746449,1
